./neural_network/assets/train_sounds/guitar_16k.wav,65,"[(0.03, 0.34, 0.05), (3, 3, 3), [(0.09, 0.09, 1.8), (0.44, 2.31, 1.6400000000000001), (1.92, 2.53, 1.47), (2.23, 1.43, 1.6800000000000002), (3, 0, 1.55)], ['rough_concrete', 'limestone_wall', 'ceramic_tiles', 'rough_lime_wash', 'plywood_thin', 'wood_16mm'], [73.55, 146.89, 237.88, 343.93, 248.52]]"
./neural_network/assets/train_sounds/guitar_16k.wav,93,"[(0.69, 0.99, 1.81), (3, 3, 3), [(0.8, 0.9, 1.2999999999999998), (0.23, 1.94, 1.19), (1.83, 2.16, 1.17), (1.51, 1.1, 1.24), (3, 0, 2.05)], ['rough_lime_wash', 'brick_wall_rough', 'rough_concrete', 'ceramic_tiles', 'rough_lime_wash', 'limestone_wall'], [33.89, 117.41, 236.56, 275.77, 232.44]]"
./neural_network/assets/train_sounds/guitar_16k.wav,44,"[(0.58, 0.11, 3.0), (3, 3, 3), [(1.04, 1.13, 0.28), (1.14, 2.39, 0.71), (1.84, 2.94, 0.45), (2.6, 0.13, 0.6900000000000001), (2, 3, 0.08000000000000002)], ['smooth_brickwork_10mm_pointing', 'concrete_floor', 'concrete_floor', 'rough_lime_wash', 'marble_floor', 'ceramic_tiles'], [37.46, 127.0, 233.14, 285.43, 193.26]]"
./neural_network/assets/train_sounds/guitar_16k.wav,63,"[(0.37, 1.93, 0.59), (3, 3, 3), [(0.4, 1.02, 1.71), (0.34, 2.51, 1.93), (2.76, 2.54, 1.34), (1.83, 0.31, 2.15), (3, 3, 1.34)], ['unpainted_concrete', 'concrete_floor', 'limestone_wall', 'reverb_chamber', 'brickwork', 'limestone_wall'], [85.37, 167.36, 231.75, 273.34, 289.12]]"
./neural_network/assets/train_sounds/guitar_16k.wav,49,"[(1.0, 1.04, 1.87), (3, 3, 3), [(0.36, 0.97, 0.5), (1.46, 2.05, 0.8999999999999999), (2.57, 2.92, 0.6799999999999999), (2.28, 0.23, 0.12999999999999995), (0, 3, 0.79)], ['concrete_floor', 'reverb_chamber', 'reverb_chamber', 'hard_surface', 'brick_wall_rough', 'marble_floor'], [46.52, 101.98, 194.91, 319.4, 272.13]]"
./neural_network/assets/train_sounds/guitar_16k.wav,74,"[(0.35, 1.78, 2.32), (3, 3, 3), [(0.65, 0.82, 0.30000000000000004), (0.84, 1.92, 0.49), (2.26, 1.75, 0), (2.28, 1.31, 0.64), (1, 0, 0)], ['reverb_chamber', 'smooth_brickwork_flush_pointing', 'limestone_wall', 'audience_floor', 'brick_wall_rough', 'marble_floor'], [77.06, 177.08, 218.62, 296.96, 208.01]]"
./neural_network/assets/train_sounds/guitar_16k.wav,26,"[(0.06, 2.26, 0.1), (3, 3, 3), [(1.48, 1.4, 1.8900000000000001), (1.03, 2.31, 1.83), (1.74, 2.96, 1.5), (2.04, 0.56, 1.32), (1, 0, 1.69)], ['limestone_wall', 'smooth_brickwork_10mm_pointing', 'reverb_chamber', 'stage_floor', 'ceramic_tiles', 'wooden_lining'], [70.72, 92.02, 266.94, 304.92, 340.37]]"
./neural_network/assets/train_sounds/guitar_16k.wav,71,"[(0.16, 2.82, 1.72), (3, 3, 3), [(1.33, 0.72, 0), (0.35, 1.99, 0), (2.02, 2.77, 0), (2.08, 0.97, 0.34), (0, 3, 0.37)], ['ceramic_tiles', 'plywood_thin', 'marble_floor', 'wood_16mm', 'smooth_brickwork_flush_pointing', 'ceramic_tiles'], [18.47, 107.09, 190.99, 347.18, 346.11]]"
./neural_network/assets/train_sounds/guitar_16k.wav,63,"[(0.54, 2.25, 2.71), (3, 3, 3), [(0.61, 0.23, 0.21000000000000002), (0.33, 2.37, 0), (1.93, 1.97, 0.25), (2.52, 1.42, 0), (1, 2, 0.21000000000000002)], ['stage_floor', 'unpainted_concrete', 'smooth_brickwork_flush_pointing', 'smooth_brickwork_10mm_pointing', 'unpainted_concrete', 'smooth_brickwork_flush_pointing'], [44.4, 173.07, 206.96, 348.44, 226.08]]"
./neural_network/assets/train_sounds/guitar_16k.wav,90,"[(1.94, 0.92, 0.63), (3, 3, 3), [(1.28, 0.03, 1.47), (0.9, 1.74, 1.29), (1.79, 1.66, 0.73), (2.38, 0.28, 1.27), (0, 0, 1.0999999999999999)], ['unpainted_concrete', 'hard_surface', 'plasterboard', 'wooden_door', 'hard_surface', 'rough_concrete'], [51.17, 125.22, 255.85, 302.95, 319.39]]"
./neural_network/assets/train_sounds/guitar_16k.wav,94,"[(1.94, 0.51, 1.03), (3, 3, 3), [(0.5, 0.17, 1.06), (1.24, 1.98, 1.8900000000000001), (2.47, 2.5, 1.4), (2.39, 0.22, 1.27), (0, 0, 1.83)], ['brickwork', 'limestone_wall', 'plasterboard', 'marble_floor', 'unpainted_concrete', 'smooth_brickwork_10mm_pointing'], [51.22, 109.51, 242.34, 348.38, 87.48]]"
./neural_network/assets/train_sounds/guitar_16k.wav,14,"[(1.38, 0.74, 2.58), (3, 3, 3), [(0.07, 0.9, 0.68), (1.25, 2.2, 0.43000000000000005), (2.49, 2.64, 0.79), (2.77, 0.29, 0.74), (0, 0, 0.18000000000000002)], ['ceramic_tiles', 'wood_1.6cm', 'wooden_door', 'limestone_wall', 'smooth_brickwork_10mm_pointing', 'stage_floor'], [3.18, 169.95, 247.42, 301.35, 311.68]]"
./neural_network/assets/train_sounds/guitar_16k.wav,10,"[(1.99, 1.56, 0.09), (3, 3, 3), [(1.34, 0.3, 1.19), (0.5, 2.36, 1.93), (2.44, 1.99, 1.06), (1.51, 0.3, 1.9), (1, 0, 1.06)], ['concrete_floor', 'limestone_wall', 'stage_floor', 'smooth_brickwork_flush_pointing', 'audience_floor', 'rough_concrete'], [20.13, 154.51, 234.91, 297.76, 264.13]]"
./neural_network/assets/train_sounds/guitar_16k.wav,37,"[(1.15, 1.43, 1.46), (3, 3, 3), [(0.67, 0.76, 0.76), (0.93, 2.07, 0.020000000000000018), (2.85, 2.99, 0.24), (1.5, 1.07, 0.2), (3, 0, 0.12)], ['brick_wall_rough', 'wooden_lining', 'rough_lime_wash', 'smooth_brickwork_10mm_pointing', 'rough_concrete', 'limestone_wall'], [13.59, 171.86, 188.78, 353.6, 233.79]]"
./neural_network/assets/train_sounds/guitar_16k.wav,38,"[(1.77, 1.21, 2.91), (3, 3, 3), [(0.05, 1.07, 0.99), (1.0, 2.9, 1.1400000000000001), (2.85, 2.36, 1.25), (2.53, 0.5, 0.91), (2, 2, 0.9400000000000001)], ['smooth_brickwork_10mm_pointing', 'wooden_door', 'audience_floor', 'wood_1.6cm', 'wood_16mm', 'stage_floor'], [46.18, 139.03, 207.05, 350.3, 51.52]]"
./neural_network/assets/train_sounds/guitar_16k.wav,44,"[(1.96, 2.55, 0.93), (3, 3, 3), [(0.66, 1.21, 1.71), (1.14, 2.02, 1.11), (2.81, 2.07, 1.28), (2.28, 0.49, 1.6400000000000001), (3, 0, 0.9000000000000001)], ['hard_surface', 'concrete_floor', 'wooden_door', 'smooth_brickwork_flush_pointing', 'hard_surface', 'wooden_door'], [88.04, 157.47, 224.6, 298.77, 2.69]]"
